id,name,is_clan,is_virtual,spelling_of,spellings,septs,present_national_histories,design_names,design_ids
2357,MacKenrick,0,0,MacKendrick,,,,,
2358,MacKendric,0,0,MacKendrick,,,,,
2359,MacKendry,0,0,MacKendrick,,,,,
2360,MacKendrie,0,0,MacKendrick,,,,,
2361,MacKendrich,0,0,MacKendrick,,,,,
2362,MacKendrig,0,0,MacKendrick,,,,,
2363,Makanry,0,0,MacKendrick,,,,,
2364,Makhenry,0,0,Henderson,,,,,
2365,Enrig,0,0,Henderson,,,,,
2366,Hendery,0,0,Henderson,,,,,
2367,Grantt,0,0,Grant,,,,,
2368,Graunte,0,0,Grant,,,,,
2369,Graunt,0,0,Grant,,,,,
2370,MacIlroy,0,0,,"Gilroy,MacGilroy,Gilderoy,Gilray,Gilry,MacElroy,MacGilroye,MacIllory,MacIlrie,MacKilroy,MacKilrae,MacLeroy,MacKleroy,MacLroy,MacOulroy,MacYlroy,MacYlroye,Makgilroy,Makilrow,Meikleroy,Milroy,MacKilrea,Micklroy,MacYlory,Makkilrow",,,,
2371,Gilroy,0,0,MacIlroy,,,,,
2372,MacGilroy,0,0,MacIlroy,,,,,
2373,Gilderoy,0,0,MacIlroy,,,,,
2374,Gilray,0,0,MacIlroy,,,,,
2375,Gilry,0,0,MacIlroy,,,,,
2376,MacElroy,0,0,MacIlroy,,,,,
2377,MacGilroye,0,0,MacIlroy,,,,,
2378,MacIllory,0,0,MacIlroy,,,,,
2379,MacIlrie,0,0,MacIlroy,,,,,
2380,MacKilroy,0,0,MacIlroy,,,,,
2381,MacKilrae,0,0,MacIlroy,,,,,
2382,MacLeroy,0,0,MacIlroy,,,,,
2383,MacKleroy,0,0,MacIlroy,,,,,
2384,MacLroy,0,0,MacIlroy,,,,,
2385,MacOulroy,0,0,MacIlroy,,,,,
2386,MacYlroy,0,0,MacIlroy,,,,,
2387,MacYlroye,0,0,MacIlroy,,,,,
2388,Makgilroy,0,0,MacIlroy,,,,,
2389,Makilrow,0,0,MacIlroy,,,,,
2390,Meikleroy,0,0,MacIlroy,,,,,
2391,Milroy,0,0,MacIlroy,,,,,
2392,MacKilrea,0,0,MacIlroy,,,,,
2393,Micklroy,0,0,MacIlroy,,,,,
2394,MacAllan,0,0,Allan,"MacCallan,MacAllane,Alansoun,Alanesoun,Alanson,Alansone,Alynson,Alwyn,Callan,Callen,Calland,MacAilin,MacAilein,MacCalloun,MacCallane,MacKallan,Makallane",,,,
2395,MacCallan,0,0,MacAllan,,,,,
2396,MacKiarran,0,0,,"MacKerran,MacKerron,MacKiaran,MacIlheran,MacIlherran,MacKern,MacKerrin",,,,
2397,MacKerran,0,0,MacKiarran,,,,,
2398,MacKerron,0,0,MacKiarran,,,,,
2399,MacKiaran,0,0,MacKiarran,,,,,
2400,MacIlheran,0,0,MacKiarran,,,,,
2401,MacIlherran,0,0,MacKiarran,,,,,
2402,MacKern,0,0,MacKiarran,,,,,
2403,MacKerrin,0,0,MacKiarran,,,,,
2404,MacGillelan,0,0,MacLellan,,,,,
2405,MacGillelane,0,0,MacLellan,,,,,
2406,MacGillfhaolain,0,0,MacLellan,,,,,
2407,MacGillolane,0,0,MacLellan,,,,,
2408,MacIlelan,0,0,MacLellan,,,,,
2409,MacIleollan,0,0,MacLellan,,,,,
2410,MacIlleland,0,0,MacLellan,,,,,
2411,MacLalan,0,0,MacLellan,,,,,
2412,MacLalland,0,0,MacLellan,,,,,
2413,MacLallen,0,0,MacLellan,,,,,
2414,MacLelan,0,0,MacLellan,,,,,
2415,MacLeland,0,0,MacLellan,,,,,
2416,MacLelane,0,0,MacLellan,,,,,
2417,MacLelann,0,0,MacLellan,,,,,
2418,MacLelen,0,0,MacLellan,,,,,
2419,Gilfillan,0,0,,"Gilfalyn,Gilfelan,Gilfillane,Gilfillian,Gilfolan,Gilfulain,Gilfulan,Gillefalyn,Gillefillane,Gillefillian,Gillefolan,Gillephillane,Gillifelan,Gillphillan,Gilphillan",,,,
2420,Gilfalyn,0,0,Gilfillan,,,,,
2421,Gilfelan,0,0,Gilfillan,,,,,
2422,Gilfillane,0,0,Gilfillan,,,,,
2423,Gilfillian,0,0,Gilfillan,,,,,
2424,Gilfolan,0,0,Gilfillan,,,,,
2425,Gilfulain,0,0,Gilfillan,,,,,
2426,Gilfulan,0,0,Gilfillan,,,,,
2427,Gillefalyn,0,0,Gilfillan,,,,,
2428,Gillefillane,0,0,Gilfillan,,,,,
2429,Gillefillian,0,0,Gilfillan,,,,,
2430,Gillefolan,0,0,Gilfillan,,,,,
2431,Gillephillane,0,0,Gilfillan,,,,,
2432,Gillifelan,0,0,Gilfillan,,,,,
2433,Gillphillan,0,0,Gilfillan,,,,,
2434,Gilphillan,0,0,Gilfillan,,,,,
2435,MacLellane,0,0,MacLellan,,,,,
2436,MacLolan,0,0,MacLellan,,,,,
2437,MacLolane,0,0,MacLellan,,,,,
2438,Makellane,0,0,MacLellan,,,,,
2439,Maklellan,0,0,MacLellan,,,,,
2440,Maklellane,0,0,MacLellan,,,,,
2441,Maklolayn,0,0,MacLellan,,,,,
2442,Davisoun,0,0,Davidson,,,,,
2443,Davysone,0,0,Davidson,,,,,
2444,Davitson,0,0,Davidson,,,,,
2445,Davyson,0,0,Davidson,,,,,
2446,Dawysoun,0,0,Davidson,,,,,
2447,Davison,0,0,Davidson,,,,,
2448,Dawysone,0,0,Davidson,,,,,
2449,Davidsone,0,0,Davidson,,,,,
2450,Daveson,0,0,Davidson,,,,,
2451,Daviesoune,0,0,Davidson,,,,,
2452,MacDade,0,0,Davidson,,,,,
2453,MacDaid,0,0,Davidson,,,,,
2454,Keay,0,0,Davidson,,,,,
2455,Ogilby,0,0,Ogilvie,,,,,
2456,Ogelvie,0,0,Ogilvie,,,,,
2457,Ogilvey,0,0,Ogilvie,,,,,
2458,Ogelvy,0,0,Ogilvie,,,,,
2459,Ogilbe,0,0,Ogilvie,,,,,
2460,Ogilbie,0,0,Ogilvie,,,,,
2461,Ogilve,0,0,Ogilvie,,,,,
2462,Ogilwe,0,0,Ogilvie,,,,,
2463,Ogilwie,0,0,Ogilvie,,,,,
2464,Ogilwye,0,0,Ogilvie,,,,,
2465,Oglevy,0,0,Ogilvie,,,,,
2466,Ogylbe,0,0,Ogilvie,,,,,
2467,Ogyllwe,0,0,Ogilvie,,,,,
2468,Ogylvi,0,0,Ogilvie,,,,,
2469,Ogylvy,0,0,Ogilvie,,,,,
2470,Ogylwe,0,0,Ogilvie,,,,,
2471,Ogylwye,0,0,Ogilvie,,,,,
2472,Findlater,0,0,,"Finlater,Finlator,Fynleter,Fynletir",,,,
2473,Finlater,0,0,Findlater,,,,,
2474,Finlator,0,0,Findlater,,,,,
2475,Fynleter,0,0,Findlater,,,,,
2476,Fynletir,0,0,Findlater,,,,,
2477,Gilchrist,0,0,,"Gilcrist,Gilcriste,Gilcristes,Gilcryst,Gillchrist,Gillechrist,Gillecrist,Gillecryst,Killecrist,MacGilchrist,MacGilcreist,MacGilcrist,MacIlchreist,MacIlcrist,MacKlechreist,MacYllecrist",,,,
2478,Gilcrist,0,0,Gilchrist,,,,,
2479,Gilcriste,0,0,Gilchrist,,,,,
2480,Gilcristes,0,0,Gilchrist,,,,,
2481,Gilcryst,0,0,Gilchrist,,,,,
2482,Gillchrist,0,0,Gilchrist,,,,,
2483,Gillechrist,0,0,Gilchrist,,,,,
2484,Gillecrist,0,0,Gilchrist,,,,,
2485,Gillecryst,0,0,Gilchrist,,,,,
2486,Killecrist,0,0,Gilchrist,,,,,
2487,Chaney,0,0,Sutherland,,,,,
2488,Chayne,0,0,Sutherland,,,,,
2489,Cheen,0,0,Sutherland,,,,,
2490,Chein,0,0,Sutherland,,,,,
2491,Cheine,0,0,Sutherland,,,,,
2492,Chene,0,0,Sutherland,,,,,
2493,Cheney,0,0,Sutherland,,,,,
2494,Chesne,0,0,Sutherland,,,,,
2495,Cheyney,0,0,Sutherland,,,,,
2496,Chisnie,0,0,Sutherland,,,,,
2497,Chyine,0,0,Sutherland,,,,,
2498,Chyne,0,0,Sutherland,,,,,
2499,Mouat,1,0,Mowat,,,,,
2500,Mowatt,0,0,Mowat,,,,,
2501,Meuatt,0,0,Mowat,,,,,
2502,Mohuat,0,0,Mowat,,,,,
2503,Mouatt,0,0,Mowat,,,,,
2504,Mout,0,0,Mowat,,,,,
2505,Movat,0,0,Mowat,,,,,
2506,Mowait,0,0,Mowat,,,,,
2507,Mowaite,0,0,Mowat,,,,,
2508,Mowet,0,0,Mowat,,,,,
2509,Mowit,0,0,Mowat,,,,,
2510,Kayt,0,0,Keith,,,,,
2511,Keathe,0,0,Keith,,,,,
2512,Keht,0,0,Keith,,,,,
2513,Ket,0,0,Keith,,,,,
2514,Keth,0,0,Keith,,,,,
2515,Kethe,0,0,Keith,,,,,
2516,Keyth,0,0,Keith,,,,,
2517,Keythe,0,0,Keith,,,,,
2518,Keytht,0,0,Keith,,,,,
2519,Kite,0,0,Keith,,,,,
2520,Comine,0,0,Cumming,,,,,
2521,Cumin,0,0,Cumming,,,,,
2522,Cummin,0,0,Cumming,,,,,
2523,Cummings,0,0,Cumming,,,,,
2524,Cummingsbuchan,0,0,Cumming,,,,,
2525,Cumyn,0,0,Cumming,,,,,
2526,Comyns,0,0,Cumming,,,,,
2527,Cummine,0,0,Cumming,,,,,
2528,Cuming,0,0,Cumming,,,,,
2529,Cumine,0,0,Cumming,,,,,
2530,Cummins,0,0,Cumming,,,,,
2531,Niven,0,0,,"Knevan,Nevein,Newein,Nevyng,Niving,Nevyne,Nivine,Neiven,Nevyn,Nevison,Nifin,Nevinus,Newin,Nevins,Neivin,Nivein,Newing,Nivison,Niveson,Nevin,Nevene,Neveine,Nevane,Naomhin,Nevinson,Nivens,Nivenson",,,,
2532,Knevan,0,0,Niven,,,,,
2533,Nevein,0,0,Niven,,,,,
2534,Newein,0,0,Niven,,,,,
2535,Nevyng,0,0,Niven,,,,,
2536,Niving,0,0,Niven,,,,,
2537,Nevyne,0,0,Niven,,,,,
2538,Nivine,0,0,Niven,,,,,
2539,Neiven,0,0,Niven,,,,,
2540,Nevyn,0,0,Niven,,,,,
2541,Nevison,0,0,Niven,,,,,
2542,Nifin,0,0,Niven,,,,,
2543,Nevinus,0,0,Niven,,,,,
2544,Newin,0,0,Niven,,,,,
2545,Nevins,0,0,Niven,,,,,
2546,Neivin,0,0,Niven,,,,,
2547,Nivein,0,0,Niven,,,,,
2548,Newing,0,0,Niven,,,,,
2549,Nivison,0,0,Niven,,,,,
2550,Niveson,0,0,Niven,,,,,
2551,Nevin,0,0,Niven,,,,,
2552,Nevene,0,0,Niven,,,,,
2553,Neveine,0,0,Niven,,,,,
2554,Nevane,0,0,Niven,,,,,
2555,MacNevin,0,0,MacNiven,,,,,
2556,MacNaoimhin,0,0,MacNiven,,,,,
2557,MacNeiving,0,0,MacNiven,,,,,
2558,Naomhin,0,0,Niven,,,,,
2559,MacNivaine,0,0,MacNiven,,,,,
2560,Russall,0,0,Russell,,,,,
2561,Rossell,0,0,Russell,,,,,
2562,Rusel,0,0,Russell,,,,,
2563,Russelle,0,0,Russell,,,,,
2564,Rossel,0,0,Russell,,,,,
2565,Russaule,0,0,Russell,,,,,
2566,Russale,0,0,Russell,,,,,
2567,Saythe,0,0,Shaw,,,,,
2568,Scaith,0,0,Shaw,,,,,
2569,Scayth,0,0,Shaw,,,,,
2570,Schau,0,0,Shaw,,,,,
2571,Schaw,1,0,Shaw,,,,,
2572,Schawe,0,0,Shaw,,,,,
2573,Scheoch,0,0,Shaw,,,,,
2574,Scheok,0,0,Shaw,,,,,
2575,Schiach,0,0,Shaw,,,,,
2576,Schioch,0,0,Shaw,,,,,
2577,Schioche,0,0,Shaw,,,,,
2578,Shau,0,0,Shaw,,,,,
2579,Shawe,0,0,Shaw,,,,,
2580,Sha,0,0,Shaw,,,,,
2581,Adam,1,0,,"Adamsone,Ademson,Ademsoun,Ademsoune,Aesone,Aison,Aissone,Aissoun,Aissoune,Asson,Assone,Adams,Addams,Adamson",,"scottish,english,welsh,irish","Adam ",30
2582,Adamsone,0,0,Adam,,,,,
2583,Ademson,0,0,Adam,,,,,
2584,Ademsoun,0,0,Adam,,,,,
2585,Ademsoune,0,0,Adam,,,,,
2586,Aesone,0,0,Adam,,,,,
2587,Aison,0,0,Adam,,,,,
2588,Aissone,0,0,Adam,,,,,
2589,Aissoun,0,0,Adam,,,,,
2590,Aissoune,0,0,Adam,,,,,
2591,Asson,0,0,Adam,,,,,
2592,Assone,0,0,Adam,,,,,
2593,Ayson,0,0,,"Ayesone,Aysone,Aysoun,Ayssoun",,,,
2594,Ayesone,0,0,Ayson,,,,,
2595,Aysone,0,0,Ayson,,,,,
2596,Aysoun,0,0,Ayson,,,,,
2597,Ayssoun,0,0,Ayson,,,,,
2598,Shay,0,0,Shaw,,,,,
2599,Isone,0,0,Shaw,,,,,
2600,Sheehan,0,0,Shaw,"Ó Siodhacháin,Ó Siocháin,O'Sheahan,O'Sheehan,Sheahan,Shean,Sheen",,,,
2601,Sheoch,0,0,Shaw,,,,,
2602,Siache,0,0,Shaw,,,,,
2603,Sithach,0,0,Shaw,,,,,
2604,Sithech,0,0,Shaw,,,,,
2605,Sithig,0,0,Shaw,,,,,
2606,Skaith,0,0,Shaw,,,,,
2607,Sythach,0,0,Shaw,,,,,
2608,Sythag,0,0,Shaw,,,,,
2609,Sythock,0,0,Shaw,,,,,
2610,Eason,0,0,,"Easone,Easson,Esson,Ison",,,,
2611,Easone,0,0,Eason,,,,,
2612,Easson,0,0,Eason,,,,,
2613,Esson,0,0,Eason,,,,,
2614,Ison,0,0,Eason,,,,,
2615,MacNabe,0,0,MacNab,,,,,
2616,Dewar,1,0,,"Deware,Dewere,MacIndeor",,,,
2617,Deware,0,0,Dewar,,,,,
2618,Dewere,0,0,Dewar,,,,,
2619,Gilliland,0,0,,"Gillan,Gilland,Gilelin,Gilleland,Gillilan,Guileland,Guililand,Guilliland,Guliland,Gulliland",,,,
2620,Gillan,0,0,Gilliland,,,,,
2621,Gilland,0,0,Gilliland,,,,,
2622,Gilelin,0,0,Gilliland,,,,,
2623,Gilleland,0,0,Gilliland,,,,,
2624,Gillilan,0,0,Gilliland,,,,,
2625,Guileland,0,0,Gilliland,,,,,
2626,Guililand,0,0,Gilliland,,,,,
2627,Guilliland,0,0,Gilliland,,,,,
2628,Guliland,0,0,Gilliland,,,,,
2629,Gulliland,0,0,Gilliland,,,,,
2630,MacIndeor,0,0,Dewar,"MacIndeoir,MacIndoer,MacJore",,,,
2631,MacIndeoir,0,0,MacIndeor,,,,,
2632,MacIndoer,0,0,MacIndeor,,,,,
2633,MacJore,0,0,MacIndeor,,,,,
2634,MacNabb,0,0,MacNab,,,,,
2635,MacKnabe,0,0,MacNab,,,,,
2636,MacNap,0,0,MacNab,,,,,
2637,Makinnab,0,0,MacNab,,,,,
2638,Maknabe,0,0,MacNab,,,,,
2639,MacNail,0,0,MacNeil,,,,,
2640,Milnab,0,0,MacNab,,,,,
2641,MacAnaba,0,0,MacNab,,,,,
2642,Vatsoun,0,0,Watson,,,,,
2643,Boyce,0,0,,"Belboys,Boas,Boece,Boeis,Boes,Boess,Boice,Boiss,Boiste,Boos,Boost,Bos,Bouse,Boust,Bowayse,Bowes,Bowis,Bows,Bowys,Boyess,Boyis,Boys,Boyse,Boze,Buist,Buste",,,,
2644,Belboys,0,0,Boyce,,,,,
2645,Boas,0,0,Boyce,,,,,
2646,Boece,0,0,Boyce,,,,,
2647,Boeis,0,0,Boyce,,,,,
2648,Boes,0,0,Boyce,,,,,
2649,Boess,0,0,Boyce,,,,,
2650,Boice,0,0,Boyce,,,,,
2651,Boiss,0,0,Boyce,,,,,
2652,Boiste,0,0,Boyce,,,,,
2653,Boos,0,0,Boyce,,,,,
2654,Boost,0,0,Boyce,,,,,
2655,Bos,0,0,Boyce,,,,,
2656,Bouse,0,0,Boyce,,,,,
2657,Boust,0,0,Boyce,,,,,
2658,Bowayse,0,0,Boyce,,,,,
2659,Bowes,0,0,Boyce,,,,,
2660,Bowis,0,0,Boyce,,,,,
2661,Bows,0,0,Boyce,,,,,
2662,Bowys,0,0,Boyce,,,,,
2663,Boyess,0,0,Boyce,,,,,
2664,Boyis,0,0,Boyce,,,,,
2665,Boys,0,0,Boyce,,,,,
2666,Boyse,0,0,Boyce,,,,,
2667,Boze,0,0,Boyce,,,,,
2668,Buist,0,0,Boyce,,,,,
2669,Buste,0,0,Boyce,,,,,
2670,Vatsone,0,0,Watson,,,,,
2671,Wason,0,0,Watson,,,,,
2672,Wateson,0,0,Watson,,,,,
2673,Watsoune,0,0,Watson,,,,,
2674,Wattsone,0,0,Watson,,,,,
2675,Wasson,0,0,Watson,,,,,
2676,MacWatt,0,0,Watt,"MacQuat,MacQuattie,MacQuhat,MacQwat,MacRowatt",,,,
2676,MacWatt,0,0,Watson,"MacQuat,MacQuattie,MacQuhat,MacQwat,MacRowatt",,,,
2677,MacQuat,0,0,Watson,,,,,
2677,MacQuat,0,0,MacWatt,,,,,
2678,MacQuattie,0,0,Watson,,,,,
2678,MacQuattie,0,0,MacWatt,,,,,
2679,MacQuhat,0,0,Watson,,,,,
2679,MacQuhat,0,0,MacWatt,,,,,
2680,MacQwat,0,0,Watson,,,,,
2680,MacQwat,0,0,MacWatt,,,,,
2681,MacRowatt,0,0,Watson,,,,,
2681,MacRowatt,0,0,MacWatt,,,,,
2682,Wattie,0,0,Watt,,,,,
2683,Watsone,0,0,Watson,,,,,
2684,Watsoun,0,0,Watson,,,,,
2685,Wattson,0,0,Watson,,,,,
2686,Vod,0,0,Wood,,,,,
2687,Vode,0,0,Wood,,,,,
2688,Void,0,0,Wood,,,,,
2689,Voud,0,0,Wood,,,,,
2690,Voude,0,0,Wood,,,,,
2691,Vould,0,0,Wood,,,,,
2692,Wod,0,0,Wood,,,,,
2693,Wodde,0,0,Wood,,,,,
2694,Wode,0,0,Wood,,,,,
2695,Woid,0,0,Wood,,,,,
2696,Woide,0,0,Wood,,,,,
2697,Woyd,0,0,Wood,,,,,
2698,Walter,0,0,Walters,Walterson,,,,
2699,Walterson,0,0,Watson,,,,,
2699,Walterson,0,0,Walter,,,,,
2700,MacInnon,0,0,MacKinnon,,,,,
2701,MacKinney,0,0,MacKinnon,,,,,
2702,MacKinning,0,0,MacKinnon,,,,,
2703,MacKinven,0,0,MacKinnon,,,,,
2704,Kinney,0,0,MacKinnon,,,,,
2704,Kinney,0,0,Kenny,,,,,
2705,Kinnie,0,0,MacKinnon,,,,,
2705,Kinnie,0,0,Kenny,,,,,
2706,Kinnon,0,0,MacKinnon,,,,,
2707,MacCannan,0,0,MacKinnon,,,,,
2708,MacCannon,0,0,MacKinnon,,,,,
2709,MacKeenan,0,0,MacKinnon,,,,,
2710,MacKinin,0,0,MacKinnon,,,,,
2711,MacKinna,0,0,MacKinnon,,,,,
2712,MacKinnen,0,0,MacKinnon,,,,,
2713,MacKinoun,0,0,MacKinnon,,,,,
2714,MacKiynnan,0,0,MacKinnon,,,,,
2715,Makenone,0,0,MacKinnon,,,,,
2716,Makfingane,0,0,MacKinnon,,,,,
2717,Makfingoun,0,0,MacKinnon,,,,,
2718,Makkynine,0,0,MacKinnon,,,,,
2719,Makkynnon,0,0,MacKinnon,,,,,
2720,Kackinvan,0,0,MacKinnon,,,,,
2721,MacMorran,0,0,,"MacMoran,MacMorane,MacMoren,MacMorin,MacMorine,MacMorrane,MacMorrin,MacMoryn,MacMoryne,MacMurrin,Makmorane,Morin,Morran,Morrin,Murren,Morohan,Murran,Murrin,O'Moran,O'Mughrain,Ó Moghrain,Ó Móráin",,,,
2723,MacMoran,0,0,MacMorran,,,,,
2724,MacMorane,0,0,MacMorran,,,,,
2725,MacMoren,0,0,MacMorran,,,,,
2726,MacMorin,0,0,MacMorran,,,,,
2727,MacMorine,0,0,MacMorran,,,,,
2728,MacMorrane,0,0,MacMorran,,,,,
2729,MacMorrin,0,0,MacMorran,,,,,
2730,MacMoryn,0,0,MacMorran,,,,,
2731,MacMoryne,0,0,MacMorran,,,,,
2732,MacMurrin,0,0,MacMorran,,,,,
2733,Makmorane,0,0,MacMorran,,,,,
2734,Morin,0,0,MacMorran,,,,,
2735,Morran,0,0,MacMorran,,,,,
2736,Morrin,0,0,MacMorran,,,,,
2737,Murren,0,0,MacMorran,,,,,
2738,MacSherrie,0,0,,"MacSherry,MacShirie,MacShirrie",,,,
2739,MacSherry,0,0,MacSherrie,,,,,
2740,MacShirie,0,0,MacSherrie,,,,,
2741,MacShirrie,0,0,MacSherrie,,,,,
2742,MacKenna,0,0,,"MacKena,MacKenen,MacKeney,MacKenie,MacKennah,MacKennan,MacKennane,MacKennay,MacKinnay,MacKinnie,MacKynnay,MacKynnie,MacCionaoda,MacCinna,MacCionnaith,MacCionath,MacKennagh,MacKenney",,,,
2743,MacKena,0,0,MacKenna,,,,,
2744,MacKenen,0,0,MacKenna,,,,,
2745,MacKeney,0,0,MacKenna,,,,,
2746,MacKenie,0,0,MacKenna,,,,,
2747,MacKennah,0,0,MacKenna,,,,,
2748,MacKennan,0,0,MacKenna,,,,,
2749,MacKennane,0,0,MacKenna,,,,,
2750,MacKennay,0,0,MacKenna,,,,,
2751,MacKinnay,0,0,MacKenna,,,,,
2752,MacKinnie,0,0,MacKenna,,,,,
2753,MacKynnay,0,0,MacKenna,,,,,
2754,MacKynnie,0,0,MacKenna,,,,,
2755,Fergusson,0,0,Ferguson,,,,,
2756,Fergowsone,0,0,Ferguson,,,,,
2757,Fergeson,0,0,Ferguson,,,,,
2758,Fergusone,0,0,Ferguson,,,,,
2759,Furguson,0,0,Ferguson,,,,,
2760,Fergussoun,0,0,Ferguson,,,,,
2761,Fergousoune,0,0,Ferguson,,,,,
2762,Farguesoun,0,0,Ferguson,,,,,
2763,Fargisone,0,0,Ferguson,,,,,
2764,Fargussoun,0,0,Ferguson,,,,,
2765,Fargusone,0,0,Ferguson,,,,,
2766,Fargesoun,0,0,Ferguson,,,,,
2767,Forgusoun,0,0,Ferguson,,,,,
2768,MacAdie,0,0,,"Keddie,Kiddie,MacKeddie,Ceddy,Kiddy,Kede,Kady,Kadie,Kedie,Keddy,Kedde,Keadie,MacAde,MacAda,MacAdaidh,MacAid,MacAddie,MacCadie,MacChaddy,MacEddie,MacKadie,MacKiddie,MacKeddey,MacKedy",,,,
2769,Keddie,0,0,MacAdie,,,,,
2770,Kiddie,0,0,MacAdie,,,,,
2771,MacKeddie,0,0,MacAdie,,,,,
2772,Ceddy,0,0,MacAdie,,,,,
2773,Kiddy,0,0,MacAdie,,,,,
2774,Kede,0,0,MacAdie,,,,,
2775,Kady,0,0,MacAdie,,,,,
2776,Kadie,0,0,MacAdie,,,,,
2777,Kedie,0,0,MacAdie,,,,,
2778,Keddy,0,0,MacAdie,,,,,
2779,Kedde,0,0,MacAdie,,,,,
2780,Keadie,0,0,MacAdie,,,,,
2781,MacAde,0,0,MacAdie,,,,,
2782,MacAda,0,0,MacAdie,,,,,
2783,MacAdaidh,0,0,MacAdie,,,,,
2784,MacAid,0,0,MacAdie,,,,,
2785,MacAddie,0,0,MacAdie,,,,,
2786,MacCadie,0,0,MacAdie,,,,,
2787,MacChaddy,0,0,MacAdie,,,,,
2788,MacEddie,0,0,MacAdie,,,,,
2789,MacKadie,0,0,MacAdie,,,,,
2790,MacKiddie,0,0,MacAdie,,,,,
2791,MacKeddey,0,0,MacAdie,,,,,
2792,MacKedy,0,0,MacAdie,,,,,
2793,Ferries,0,0,,"Feres,Ferres,Ferris,Faires,Pheres,Phires,Farrie,Farries",,,,
2794,Feres,0,0,Ferries,,,,,
2795,Ferres,0,0,Ferries,,,,,
2796,Ferris,0,0,Ferries,,,,,
2797,Faires,0,0,Ferries,,,,,
2798,Pheres,0,0,Ferries,,,,,
2799,Phires,0,0,Ferries,,,,,
2800,Farrie,0,0,Ferries,,,,,
2801,Farries,0,0,Ferries,,,,,
2802,MacKerras,0,0,,"MacKersey,MacCersie,MacHerres,MacHerries,MacKaras,MacKeras,MacKerris,MacKeraish,MacKearsie,MacKersy,MacKersie,MacKearass,MacKearrois",,,,
2803,MacKersey,0,0,MacKerras,,,,,
2804,MacCersie,0,0,MacKerras,,,,,
2805,MacHerres,0,0,MacKerras,,,,,
2806,MacHerries,0,0,MacKerras,,,,,
2807,MacKaras,0,0,MacKerras,,,,,
2808,MacKeras,0,0,MacKerras,,,,,
2809,MacKerris,0,0,MacKerras,,,,,
2810,MacKeraish,0,0,MacKerras,,,,,
2811,MacKearsie,0,0,MacKerras,,,,,
2812,MacKersy,0,0,MacKerras,,,,,
2813,MacKersie,0,0,MacKerras,,,,,
2814,MacKearass,0,0,MacKerras,,,,,
2815,MacKearrois,0,0,MacKerras,,,,,
2816,MacNeiledge,0,0,MacNeil,,,,,
2817,MacNelly,0,0,MacNeil,,,,,
2818,MacNiel,0,0,MacNeil,,,,,
2827,O'Neil,0,0,MacNeil,,,,,
2828,O'Niel,0,0,MacNeil,,,,,
2829,MacKneale,0,0,MacNeil,,,,,
2830,MacKnilie,0,0,MacNeil,,,,,
2831,MacKnily,0,0,MacNeil,,,,,
2832,MacNaill,0,0,MacNeil,,,,,
2833,MacNale,0,0,MacNeil,,,,,
2834,MacNeall,0,0,MacNeil,,,,,
2835,MacNeel,0,0,MacNeil,,,,,
2836,MacNeelie,0,0,MacNeil,,,,,
2837,MacNeille,0,0,MacNeil,,,,,
2838,MacNeillie,0,0,MacNeil,,,,,
2839,MacNeal,0,0,MacNeil,,,,,
2840,MacNeale,0,0,MacNeil,,,,,
2841,MacNeilly,0,0,MacNeil,,,,,
2842,MacNele,0,0,MacNeil,,,,,
2843,MacNely,0,0,MacNeil,,,,,
2844,MacNeyll,0,0,MacNeil,,,,,
2845,MacNial,0,0,MacNeil,,,,,
2846,MacNielie,0,0,MacNeil,,,,,
2847,MacNillie,0,0,MacNeil,,,,,
2848,MacNily,0,0,MacNeil,,,,,
2849,Magneill,0,0,MacNeil,,,,,
2850,Makneill,0,0,MacNeil,,,,,
2851,Maknely,0,0,MacNeil,,,,,
2852,Makneyll,0,0,MacNeil,,,,,
2853,Maknill,0,0,MacNeil,,,,,
2854,MacNeally,0,0,MacNeil,,,,,
2855,Neal,0,0,MacNeil,,,,,
2856,Neale,0,0,MacNeil,,,,,
2857,Nelson,0,0,MacNeil,,,,,
2858,Niel,0,0,MacNeil,,,,,
2859,O'Neal,0,0,MacNeil,,,,,
2860,Nail,0,0,MacNeil,,,,,
2861,Neilly,0,0,MacNeil,,,,,
2862,Niall,0,0,MacNeil,,,,,
2863,MacNeilage,0,0,MacNeil,,,,,
2864,MacGuigan,0,0,,"MacGougan,MacGugan,Gugan,MacGreal,MacGuoga,Mag Uiginn,MacGoogan,MacGookin,MacGuckin,MacGuiggan,MacGuighan,MacGurgin,MacQuiggan,MacWiggan,Fidgeon,Pidgeon,Wigan",,,,
2865,MacGougan,0,0,MacGuigan,,,,,
2866,MacGugan,0,0,MacGuigan,,,,,
2869,Gugan,0,0,MacGuigan,,,,,
2870,MacGreal,0,0,MacGuigan,,,,,
2871,MacGuoga,0,0,MacGuigan,,,,,
2872,Mailvil,0,0,Melville,,,,,
2873,Mailvile,0,0,Melville,,,,,
2874,Mailvyll,0,0,Melville,,,,,
2875,Mailwill,0,0,Melville,,,,,
2876,Maleuile,0,0,Melville,,,,,
2877,Maleuyll,0,0,Melville,,,,,
2878,Malevil,0,0,Melville,,,,,
2879,Malevyle,0,0,Melville,,,,,
2880,Malewile,0,0,Melville,,,,,
2881,Mallwill,0,0,Melville,,,,,
2882,Maluel,0,0,Melville,,,,,
2883,Maluile,0,0,Melville,,,,,
2884,Maluill,0,0,Melville,,,,,
