id,name,is_clan,is_virtual,spelling_of,spellings,septs,present_national_histories,design_names,design_ids
1780,Muncreff,0,0,Moncrieffe,,,,,
1781,Muncreif,0,0,Moncrieffe,,,,,
1782,Muncreiffe,0,0,Moncrieffe,,,,,
1783,Muncreyfe,0,0,Moncrieffe,,,,,
1784,Muncrif,0,0,Moncrieffe,,,,,
1785,Muncrife,0,0,Moncrieffe,,,,,
1786,Munkrethe,0,0,Moncrieffe,,,,,
1787,Morrieson,0,0,Morrison,,,,,
1788,Murieson,0,0,Morrison,,,,,
1789,Murison,0,0,Morrison,,,,,
1790,Murrison,0,0,Morrison,,,,,
1791,Gillamor,0,0,Morrison,,,,,
1792,Gillemoire,0,0,Morrison,,,,,
1793,Gillemor,0,0,Morrison,,,,,
1794,Gillemore,0,0,Morrison,,,,,
1795,Gillemur,0,0,Morrison,,,,,
1796,Gillemure,0,0,Morrison,,,,,
1797,Gilmer,0,0,Morrison,,,,,
1798,Gilmoir,0,0,Morrison,,,,,
1799,Gilmor,0,0,Morrison,,,,,
1800,Gilmoure,0,0,Morrison,,,,,
1801,Gilmur,0,0,Morrison,,,,,
1802,Gilmure,0,0,Morrison,,,,,
1803,Gylmor,0,0,Morrison,,,,,
1804,Breive,0,0,Morrison,,,,,
1805,MacBreive,0,0,Morrison,,,,,
1806,Gardyne,1,0,,"Gardino,Gardin,Gardinus,Garden,Gerden,Gerdain",,,,
1807,Gardino,0,0,Gardyne,,,,,
1808,Gardin,0,0,Gardyne,,,,,
1809,Gardinus,0,0,Gardyne,,,,,
1810,Garden,0,0,Jardine,,,,,
1810,Garden,0,0,Gardyne,,,,,
1811,Jardin,0,0,Jardine,,,,,
1812,Jardane,0,0,Jardine,,,,,
1813,Jerden,0,0,Jardine,,,,,
1814,Jerdone,0,0,Jardine,,,,,
1815,Jarden,0,0,Jardine,,,,,
1816,Jardyne,0,0,Jardine,,,,,
1817,Jarding,0,0,Jardine,,,,,
1818,Jardyn,0,0,Jardine,,,,,
1819,Gerden,0,0,Gardyne,,,,,
1820,Gerdain,0,0,Gardyne,,,,,
1821,Nisbert,0,0,Nisbet,,,,,
1822,Nisbite,0,0,Nisbet,,,,,
1823,Nizbet,0,0,Nisbet,,,,,
1824,Nysbet,0,0,Nisbet,,,,,
1825,Nysbit,0,0,Nisbet,,,,,
1826,Nyzbet,0,0,Nisbet,,,,,
1827,Nechisbet,0,0,Nisbet,,,,,
1828,Neisbayt,0,0,Nisbet,,,,,
1829,Neisbit,0,0,Nisbet,,,,,
1830,Neisbitt,0,0,Nisbet,,,,,
1831,Nesbeit,0,0,Nisbet,,,,,
1832,Nesbet,0,0,Nisbet,,,,,
1833,Nesbeth,0,0,Nisbet,,,,,
1834,Nesbit,0,0,Nisbet,,,,,
1835,Nesbite,0,0,Nisbet,,,,,
1836,Nesbitt,1,0,Nisbet,,,,,
1837,Nesbut,0,0,Nisbet,,,,,
1838,Nesbuth,0,0,Nisbet,,,,,
1839,Nesbyt,0,0,Nisbet,,,,,
1840,Nesbyte,0,0,Nisbet,,,,,
1841,Nesbyth,0,0,Nisbet,,,,,
1842,Nesebeht,0,0,Nisbet,,,,,
1843,Nesebite,0,0,Nisbet,,,,,
1844,Nesebith,0,0,Nisbet,,,,,
1845,Nezebet,0,0,Nisbet,,,,,
1846,Nezebeth,0,0,Nisbet,,,,,
1847,Aersking,0,0,Erskine,,,,,
1848,Aersken,0,0,Erskine,,,,,
1849,Aerskine,0,0,Erskine,,,,,
1850,Arskeyne,0,0,Erskine,,,,,
1851,Arskyn,0,0,Erskine,,,,,
1852,Askin,0,0,Erskine,,,,,
1853,Arskin,0,0,Erskine,,,,,
1854,Askine,0,0,Erskine,,,,,
1855,Assequin,0,0,Erskine,,,,,
1856,Areskin,0,0,Erskine,,,,,
1857,Arskine,0,0,Erskine,,,,,
1858,Areskine,0,0,Erskine,,,,,
1859,Erskye,0,0,Erskine,,,,,
1860,Ersken,0,0,Erskine,,,,,
1861,Erskyne,0,0,Erskine,,,,,
1862,Erschine,0,0,Erskine,,,,,
1863,Erskyn,0,0,Erskine,,,,,
1864,Erkyrn,0,0,Erskine,,,,,
1865,Ersskyne,0,0,Erskine,,,,,
1866,Erskynn,0,0,Erskine,,,,,
1867,Erschin,0,0,Erskine,,,,,
1868,Hasquin,0,0,Erskine,,,,,
1869,Hirskyne,0,0,Erskine,,,,,
1870,Herskyne,0,0,Erskine,,,,,
1871,Irskyne,0,0,Erskine,,,,,
1872,Ireskin,0,0,Erskine,,,,,
1873,Irskine,0,0,Erskine,,,,,
1874,Irskyn,0,0,Erskine,,,,,
1875,Tornebole,0,0,Turnbull,,,,,
1876,Tornebule,0,0,Turnbull,,,,,
1877,Tournebulle,0,0,Turnbull,,,,,
1878,Trimbill,0,0,Turnbull,,,,,
1879,Trimble,0,0,Turnbull,,,,,
1880,Trimbulle,0,0,Turnbull,,,,,
1881,Trombel,0,0,Turnbull,,,,,
1882,Trombill,0,0,Turnbull,,,,,
1883,Tromboul,0,0,Turnbull,,,,,
1884,Troumbull,0,0,Turnbull,,,,,
1885,Trumbell,0,0,Turnbull,,,,,
1886,Trumbil,0,0,Turnbull,,,,,
1887,Trumbill,0,0,Turnbull,,,,,
1888,Trumble,0,0,Turnbull,,,,,
1889,Trumbul,0,0,Turnbull,,,,,
1890,Trumbyll,0,0,Turnbull,,,,,
1891,Trymbille,0,0,Turnbull,,,,,
1892,Turmbill,0,0,Turnbull,,,,,
1893,Turmpbill,0,0,Turnbull,,,,,
1894,Turnbill,0,0,Turnbull,,,,,
1895,Turnble,0,0,Turnbull,,,,,
1896,Turnbol,0,0,Turnbull,,,,,
1897,Turnbul,0,0,Turnbull,,,,,
1898,Turnebile,0,0,Turnbull,,,,,
1899,Turneble,0,0,Turnbull,,,,,
1900,Turnebule,0,0,Turnbull,,,,,
1901,Turnebulle,0,0,Turnbull,,,,,
1902,Turnibul,0,0,Turnbull,,,,,
1903,Chonigham,0,0,Cunningham,,,,,
1904,Conigham,0,0,Cunningham,,,,,
1905,Conighame,0,0,Cunningham,,,,,
1906,Cunnynghame,0,0,Cunningham,,,,,
1907,Cwnninghame,0,0,Cunningham,,,,,
1908,Cunnyngayme,0,0,Cunningham,,,,,
1909,Cunynghame,0,0,Cunningham,,,,,
1910,Cunnygam,0,0,Cunningham,,,,,
1911,Cunyngahame,0,0,Cunningham,,,,,
1912,Cunninghame,0,0,Cunningham,,,,,
1913,Cunymgham,0,0,Cunningham,,,,,
1914,Conynghame,0,0,Cunningham,,,,,
1915,Cwnyghame,0,0,Cunningham,,,,,
1916,Cunyngame,0,0,Cunningham,,,,,
1917,Cunyngaham,0,0,Cunningham,,,,,
1918,Cunyghame,0,0,Cunningham,,,,,
1919,Cwnygham,0,0,Cunningham,,,,,
1920,Conyngham,0,0,Cunningham,,,,,
1921,Cunningghame,0,0,Cunningham,,,,,
1922,Conyghans,0,0,Cunningham,,,,,
1923,Conningans,0,0,Cunningham,,,,,
1924,Cunygam,0,0,Cunningham,,,,,
1925,Cunigham,0,0,Cunningham,,,,,
1926,Cunigom,0,0,Cunningham,,,,,
1927,Cuninggame,0,0,Cunningham,,,,,
1928,Cuningham,0,0,Cunningham,,,,,
1929,Cuninghame,0,0,Cunningham,,,,,
1930,Kuningham,0,0,Cunningham,,,,,
1931,Kyninghame,0,0,Cunningham,,,,,
1932,Ballie,0,0,Baillie,,,,,
1933,Baleus,0,0,Baillie,,,,,
1934,Bailzie,0,0,Baillie,,,,,
1935,Bailzea,0,0,Baillie,,,,,
1936,Bailze,0,0,Baillie,,,,,
1937,Bailyow,0,0,Baillie,,,,,
1938,Bailyne,0,0,Baillie,,,,,
1939,Baily,0,0,Baillie,,,,,
1940,Balye,0,0,Baillie,,,,,
1941,Ballye,0,0,Baillie,,,,,
1942,Bailley,0,0,Baillie,,,,,
1943,Baillye,0,0,Baillie,,,,,
1944,Bailly,0,0,Baillie,,,,,
1945,Baillyie,0,0,Baillie,,,,,
1946,Bailive,0,0,Baillie,,,,,
1947,Bailie,0,0,Baillie,,,,,
1947,Bailie,0,0,Bailey,,,,,
1948,Bailey,0,0,Baillie,Bailie,,,,
1949,Baile,0,0,Baillie,,,,,
1950,Baly,0,0,Baillie,,,,,
1951,Bayley,0,0,Baillie,,,,,
1952,Balze,0,0,Baillie,,,,,
1953,Balzie,0,0,Baillie,,,,,
1954,Baylly,0,0,Baillie,,,,,
1955,Baylie,0,0,Baillie,,,,,
1956,Bayllie,0,0,Baillie,,,,,
1957,Baylzie,0,0,Baillie,,,,,
1958,Baylzee,0,0,Baillie,,,,,
1959,Bailue,0,0,Baillie,,,,,
1960,Baillze,0,0,Baillie,,,,,
1961,Sommerville,0,0,Somerville,,,,,
1962,Semervaile,0,0,Somerville,,,,,
1963,Simerwell,0,0,Somerville,,,,,
1964,Someruell,0,0,Somerville,,,,,
1965,Someruyle,0,0,Somerville,,,,,
1966,Somervail,0,0,Somerville,,,,,
1967,Somervaill,0,0,Somerville,,,,,
1968,Somervell,0,0,Somerville,,,,,
1969,Somerviel,0,0,Somerville,,,,,
1970,Somervile,0,0,Somerville,,,,,
1971,Somervol,0,0,Somerville,,,,,
1972,Somerwale,0,0,Somerville,,,,,
1973,Somerwele,0,0,Somerville,,,,,
1974,Somerwell,0,0,Somerville,,,,,
1975,Sommeruill,0,0,Somerville,,,,,
1976,Sommerveale,0,0,Somerville,,,,,
1977,Sommervell,0,0,Somerville,,,,,
1978,Sommerwall,0,0,Somerville,,,,,
1979,Sommerweil,0,0,Somerville,,,,,
1980,Sommerwell,0,0,Somerville,,,,,
1981,Somyruille,0,0,Somerville,,,,,
1982,Somyruyle,0,0,Somerville,,,,,
1983,Somyrville,0,0,Somerville,,,,,
1984,Sumeruilla,0,0,Somerville,,,,,
1985,Sumervilla,0,0,Somerville,,,,,
1986,Summervail,0,0,Somerville,,,,,
1987,Summyrvil,0,0,Somerville,,,,,
1988,Summyrville,0,0,Somerville,,,,,
1989,Summyrwil,0,0,Somerville,,,,,
1990,Symmervaill,0,0,Somerville,,,,,
1991,Symmervell,0,0,Somerville,,,,,
1992,Symmerwell,0,0,Somerville,,,,,
1993,Wright,0,0,,"Ryght,Wiricht,Wirrycht,Wirryht,Wirycht,Wrecht,Wreicht,Wreight,Right",,"scottish,english,welsh,irish",,
1994,Ryght,0,0,Wright,,,,,
1995,Wiricht,0,0,Wright,,,,,
1996,Wirrycht,0,0,Wright,,,,,
1997,Wirryht,0,0,Wright,,,,,
1998,Wirycht,0,0,Wright,,,,,
1999,Wrecht,0,0,Wright,,,,,
2000,Wreicht,0,0,Wright,,,,,
2001,Wreight,0,0,Wright,,,,,
2002,MacIntire,0,0,MacIntyre,,,,,
2003,MacKintyre,0,0,MacIntyre,,,,,
2004,MacTire,0,0,MacIntyre,,,,,
2005,MacEntire,0,0,MacIntyre,,,,,
2006,Tyre,0,0,MacIntyre,,,,,
2007,MacCoshim,0,0,MacIntyre,,,,,
2008,MacInteer,0,0,MacIntyre,,,,,
2009,MacIntyir,0,0,MacIntyre,,,,,
2010,MacIntyr,0,0,MacIntyre,,,,,
2011,MacKentyre,0,0,MacIntyre,,,,,
2012,MacOisein,0,0,MacIntyre,,,,,
2013,MacTyre,0,0,MacIntyre,,,,,
2014,MacYntyre,0,0,MacIntyre,,,,,
2015,Makintare,0,0,MacIntyre,,,,,
2016,Maktyre,0,0,MacIntyre,,,,,
2017,Tire,0,0,MacIntyre,,,,,
2018,MacCosham,0,0,MacIntyre,,,,,
2019,MacEntyre,0,0,MacIntyre,,,,,
2020,Makduf,0,0,MacDuff,,,,,
2021,Duff,0,0,MacDuff,,,,,
2022,Doff,0,0,MacDuff,,,,,
2023,Duf,0,0,MacDuff,,,,,
2024,Duif,0,0,MacDuff,,,,,
2025,Cheseholme,0,0,Chisholm,,,,,
2026,Chisholme,0,0,Chisholm,,,,,
2027,Chesolme,0,0,Chisholm,,,,,
2028,Cheishame,0,0,Chisholm,,,,,
2029,Chesom,0,0,Chisholm,,,,,
2030,Cheisholme,0,0,Chisholm,,,,,
2031,Chesome,0,0,Chisholm,,,,,
2032,Chesehelme,0,0,Chisholm,,,,,
2033,Chessam,0,0,Chisholm,,,,,
2034,Cheseim,0,0,Chisholm,,,,,
2035,Chessame,0,0,Chisholm,,,,,
2036,Cheshelme,0,0,Chisholm,,,,,
2037,Chesseholme,0,0,Chisholm,,,,,
2038,Chesholme,0,0,Chisholm,,,,,
2039,Chesim,0,0,Chisholm,,,,,
2040,Cheishelm,0,0,Chisholm,,,,,
2041,Chism,0,0,Chisholm,,,,,
2042,Cheseholm,0,0,Chisholm,,,,,
2043,Chisolm,0,0,Chisholm,,,,,
2044,Chesholm,0,0,Chisholm,,,,,
2045,Chesolm,0,0,Chisholm,,,,,
2046,Chesame,0,0,Chisholm,,,,,
2047,Cheshelm,0,0,Chisholm,,,,,
2048,Cheshom,0,0,Chisholm,,,,,
2049,Chisolme,0,0,Chisholm,,,,,
2050,Chisomme,0,0,Chisholm,,,,,
2051,Chissem,0,0,Chisholm,,,,,
2052,Chissim,0,0,Chisholm,,,,,
2053,Chissolme,0,0,Chisholm,,,,,
2054,Sheshelm,0,0,Chisholm,,,,,
2055,Schisolme,0,0,Chisholm,,,,,
2056,Schisholme,0,0,Chisholm,,,,,
2057,Schishome,0,0,Chisholm,,,,,
2058,Shisholme,0,0,Chisholm,,,,,
2059,Schisome,0,0,Chisholm,,,,,
2060,Leslay,0,0,Leslie,,,,,
2061,Lesley,0,0,Leslie,,,,,
2062,Lesslie,0,0,Leslie,,,,,
2063,Lesly,0,0,Leslie,,,,,
2064,Lesli,0,0,Leslie,,,,,
2065,Leslei,0,0,Leslie,,,,,
2066,Lessley,0,0,Leslie,,,,,
2067,Lessely,0,0,Leslie,,,,,
2068,MacNeacail,0,0,MacNicol,,,,,
2069,MacNicail,0,0,MacNicol,,,,,
2070,MacNiccoll,0,0,MacNicol,,,,,
2071,MacNichol,0,0,MacNicol,,,,,
2072,MacNichole,0,0,MacNicol,,,,,
2073,MacNicholl,0,0,MacNicol,,,,,
2074,MacNickle,0,0,MacNicol,,,,,
2075,MacNicoll,0,0,MacNicol,,,,,
2076,MacNychol,0,0,MacNicol,,,,,
2077,MacNychole,0,0,MacNicol,,,,,
2078,MacNycholl,0,0,MacNicol,,,,,
2079,Maknichol,0,0,MacNicol,,,,,
2080,Maknicoll,0,0,MacNicol,,,,,
2081,Maknychol,0,0,MacNicol,,,,,
2082,Maknycholl,0,0,MacNicol,,,,,
2083,Neclason,0,0,Nicolson,,,,,
2084,Neclasson,0,0,Nicolson,,,,,
2085,Necolson,0,0,Nicolson,,,,,
2086,Nicholson,0,0,Nicolson,,,,,
2087,Nicholsone,0,0,Nicolson,,,,,
2088,Nicholsoun,0,0,Nicolson,,,,,
2089,Niclasson,0,0,Nicolson,,,,,
2090,Nicole,0,0,Nicolson,,,,,
2091,Nicollsoun,0,0,Nicolson,,,,,
2092,Nuccol,0,0,Nicolson,,,,,
2093,Nucholl,0,0,Nicolson,,,,,
2094,Nuckall,0,0,Nicolson,,,,,
2095,Nuckle,0,0,Nicolson,,,,,
2096,Nucolson,0,0,Nicolson,,,,,
2097,Nycholay,0,0,Nicolson,,,,,
2098,Nycholl,0,0,Nicolson,,,,,
2099,Nycholson,0,0,Nicolson,,,,,
2100,Nycholsoun,0,0,Nicolson,,,,,
2101,Andesoune,0,0,Anderson,,,,,
2102,Androsone,0,0,Anderson,,,,,
2103,Andirsoune,0,0,Anderson,,,,,
2104,Andrson,0,0,Anderson,,,,,
2105,Andersonne,0,0,Anderson,,,,,
2106,Andersone,0,0,Anderson,,,,,
2107,Andison,0,0,Anderson,,,,,
2108,Andrewson,0,0,Anderson,,,,,
2109,Andirsoone,0,0,Anderson,,,,,
2110,Andersoune,0,0,Anderson,,,,,
2111,Andersoun,0,0,Anderson,,,,,
2112,Andree,0,0,Anderson,,,,,
2113,Andyrson,0,0,Anderson,,,,,
2114,Androsoun,0,0,Anderson,,,,,
2115,Androsoune,0,0,Anderson,,,,,
2116,Andreson,0,0,Anderson,,,,,
2117,Andresoun,0,0,Anderson,,,,,
2118,Androson,0,0,Anderson,,,,,
2119,Andson,0,0,Anderson,,,,,
2120,Andirstoun,0,0,Anderson,,,,,
2121,Andirston,0,0,Anderson,,,,,
2122,Anderston,0,0,Anderson,,,,,
2123,Coutts,0,0,,Coates,,,,
2124,Coates,0,0,Coutts,,,,,
2125,Hardy,0,0,Hardie,,,,,
2126,MacCartney,0,0,,MacCardney,,,,
2127,MacCardney,0,0,MacCartney,,,,,
2128,Leithe,0,0,Leith,,,,,
2129,Lethe,0,0,Leith,,,,,
2130,Leth,0,0,Leith,,,,,
2131,Leyth,0,0,Leith,,,,,
2132,Leythe,0,0,Leith,,,,,
2133,Dalgetty,0,0,,"Delgaty,Delgety,Dalgity,Delgatty,Dalgety,Delgattie,Dalgitty",,,,
2134,Delgaty,0,0,Dalgetty,,,,,
2135,Delgety,0,0,Dalgetty,,,,,
2136,Dalgity,0,0,Dalgetty,,,,,
2137,Delgatty,0,0,Dalgetty,,,,,
2138,Dalgety,0,0,Dalgetty,,,,,
2139,Delgattie,0,0,Dalgetty,,,,,
2140,Dalgitty,0,0,Dalgetty,,,,,
2141,Haya,0,0,Hay,,,,,
2142,Haye,0,0,Hay,,,,,
2143,Heys,0,0,Hay,,,,,
2144,Hey,0,0,Hay,,,,,
2145,Arrol,0,0,,"Errol,Errole,Erroll,Arroll,Arrell,Arral,Arrel",,,,
2146,Errol,0,0,Arrol,,,,,
2147,Errole,0,0,Arrol,,,,,
2148,Erroll,0,0,Arrol,,,,,
2149,Arroll,0,0,Arrol,,,,,
2150,Arrell,0,0,Arrol,,,,,
2151,Arral,0,0,Arrol,,,,,
2152,Arrel,0,0,Arrol,,,,,
2153,Ave,0,0,Hay,,,,,
2155,Aue,0,0,Hay,,,,,
2156,Aye,0,0,Hay,,,,,
2157,Lesk,0,0,Leask,,,,,
2158,Lesque,0,0,Leask,,,,,
2159,Laysk,0,0,Leask,,,,,
2160,Leaske,0,0,Leask,,,,,
2161,Leisk,0,0,Leask,,,,,
2162,Lowask,0,0,Leask,,,,,
2163,Laisk,0,0,Leask,,,,,
2164,Lisk,0,0,Leask,,,,,
2165,Lask,0,0,Leask,,,,,
2166,Louask,0,0,Leask,,,,,
2167,Laske,0,0,Leask,,,,,
2168,Laski,0,0,Leask,,,,,
2169,Lowsk,0,0,Leask,,,,,
2170,Kinnedi,0,0,Kennedy,,,,,
2171,Canedie,0,0,Kennedy,,,,,
2172,Kennyde,0,0,Kennedy,,,,,
2173,Kennadee,0,0,Kennedy,,,,,
2174,Kenide,0,0,Kennedy,,,,,
2175,Keneidy,0,0,Kennedy,,,,,
2176,Kennydy,0,0,Kennedy,,,,,
2177,Kennedi,0,0,Kennedy,,,,,
2178,Kenede,0,0,Kennedy,,,,,
2179,Kenadie,0,0,Kennedy,,,,,
2180,Kennaty,0,0,Kennedy,,,,,
2181,Kennatie,0,0,Kennedy,,,,,
2182,Kenyde,0,0,Kennedy,,,,,
2183,Kanydi,0,0,Kennedy,,,,,
2184,Kenedy,0,0,Kennedy,,,,,
2185,Kennety,0,0,Kennedy,,,,,
2186,Kennedye,0,0,Kennedy,,,,,
2187,Kennide,0,0,Kennedy,,,,,
2188,Kinydy,0,0,Kennedy,,,,,
2189,Kennetie,0,0,Kennedy,,,,,
2190,Kanide,0,0,Kennedy,,,,,
2191,Kynidy,0,0,Kennedy,,,,,
2192,Kyneidy,0,0,Kennedy,,,,,
2193,Carrick,0,0,,"Carrik,Carric,Carryk,Karryc,Karrick",,,,
2194,Carrik,0,0,Carrick,,,,,
2195,Carric,0,0,Carrick,,,,,
2196,Carryk,0,0,Carrick,,,,,
2197,Karryc,0,0,Carrick,,,,,
2198,Karrick,0,0,Carrick,,,,,
2199,Eirryn,0,0,Irvine,,,,,
2200,Erwyne,0,0,Irvine,,,,,
2201,Erwine,0,0,Irvine,,,,,
2202,Erwin,0,0,Irvine,,,,,
2203,Erwyn,0,0,Irvine,,,,,
2204,Erwinne,0,0,Irvine,,,,,
2205,Ervine,0,0,Irvine,,,,,
2206,Erwing,0,0,Irvine,,,,,
2207,Erevein,0,0,Irvine,,,,,
2208,Erewine,0,0,Irvine,,,,,
2209,Herwynd,0,0,Irvine,,,,,
2210,Herwyne,0,0,Irvine,,,,,
2211,Irwing,0,0,Irvine,,,,,
2212,Irewing,0,0,Irvine,,,,,
2213,Irvein,0,0,Irvine,,,,,
2214,Irwen,0,0,Irvine,,,,,
2215,Irwan,0,0,Irvine,,,,,
2216,Iruyn,0,0,Irvine,,,,,
2217,Irvyn,0,0,Irvine,,,,,
2218,Iruin,0,0,Irvine,,,,,
2219,Hurven,0,0,Irvine,,,,,
2220,Irvinn,0,0,Irvine,,,,,
2221,Irwyn,0,0,Irvine,,,,,
2222,Irvinge,0,0,Irvine,,,,,
2223,Irwine,0,0,Irvine,,,,,
2224,Irwyng,0,0,Irvine,,,,,
2225,Irwynn,0,0,Irvine,,,,,
2226,Irwyne,0,0,Irvine,,,,,
2227,Irwin,0,0,Irvine,,,,,
2228,Irveyn,0,0,Irvine,,,,,
2229,Irrwing,0,0,Irvine,,,,,
2230,Iruyne,0,0,Irvine,,,,,
2231,Iruwyn,0,0,Irvine,,,,,
2232,Irewyne,0,0,Irvine,,,,,
2233,Irrwin,0,0,Irvine,,,,,
2234,Irvin,0,0,Irvine,,,,,
2235,Irveing,0,0,Irvine,,,,,
2236,Irvying,0,0,Irvine,,,,,
2237,Irving,0,0,Irvine,,,,,
2238,Irrewin,0,0,Irvine,,,,,
2239,Irrewine,0,0,Irvine,,,,,
2240,Irrewing,0,0,Irvine,,,,,
2241,Irruwing,0,0,Irvine,,,,,
2242,MacIrvine,0,0,Irvine,,,,,
2243,Urwin,0,0,Irvine,,,,,
2244,Urwing,0,0,Irvine,,,,,
2245,Urwyng,0,0,Irvine,,,,,
2246,Urwen,0,0,Irvine,,,,,
2247,Yrwing,0,0,Irvine,,,,,
2248,Yrwin,0,0,Irvine,,,,,
2249,Glentulcan,0,0,Irvine,,,,,
2250,Maxuel,0,0,Maxwell,,,,,
2251,Latimer,0,0,,Latimore,,,,
2252,Latimore,0,0,Latimer,,,,,
2253,MacEttrick,0,0,,"MacKittrick,MacEtterick,MacGetrick,MacGettrich,MacGettrick,MacGhittich,MacHethrick,MacIttrick,MacKeswal,MacKethrick,MacKetterick,MacKitterick",,,,
2254,MacKittrick,0,0,MacEttrick,,,,,
2255,MacEtterick,0,0,MacEttrick,,,,,
2256,MacGetrick,0,0,MacEttrick,,,,,
2257,MacGettrich,0,0,MacEttrick,,,,,
2258,MacGettrick,0,0,MacEttrick,,,,,
2259,MacGhittich,0,0,MacEttrick,,,,,
2260,MacHethrick,0,0,MacEttrick,,,,,
2261,MacIttrick,0,0,MacEttrick,,,,,
2262,MacKeswal,0,0,MacEttrick,,,,,
2263,MacKethrick,0,0,MacEttrick,,,,,
2264,MacKetterick,0,0,MacEttrick,,,,,
2265,MacKitterick,0,0,MacEttrick,,,,,
2266,Poak,0,0,Pollock,,,,,
2267,Poke,0,0,Pollock,,,,,
2268,Makiswel,0,0,Maxwell,,,,,
2269,Makiswell,0,0,Maxwell,,,,,
2270,Makkiswell,0,0,Maxwell,,,,,
2271,Maxvall,0,0,Maxwell,,,,,
2272,Maxvile,0,0,Maxwell,,,,,
2273,Maxwaile,0,0,Maxwell,,,,,
2274,Maxwale,0,0,Maxwell,,,,,
2275,Maxweel,0,0,Maxwell,,,,,
2276,Maxey,0,0,Maxwell,,,,,
2277,Maxon,0,0,Maxwell,,,,,
2278,Dunwoodie,0,0,Dinwoodie,,,,,
2279,Lindesse,0,0,Lindsay,,,,,
2280,Linsey,0,0,Lindsay,,,,,
2281,Lyndissay,0,0,Lindsay,,,,,
2282,Lindissi,0,0,Lindsay,,,,,
2283,Buyers,0,0,,"Byers,Byrs,Byris",,,,
2284,Byers,0,0,Buyers,,,,,
2285,Deuchar,0,0,,"Deuchars,Deuquhare,Deuchair,Duquhar,Duchar,Duquhare,Deuchor,Dowchar,Deuquhar,Deucher,Deughar,Duchre,Dowgar,Deugher,Duchir,Dewquhir,Douquhar,Deuquhair,Deuquhyre,Dequhar,Dewquhar,Doucher,Deucharys,Doughar,Dewchare,Dewchar,Deuchart",,,,
2286,Deuchars,0,0,Deuchar,,,,,
2287,Deuquhare,0,0,Deuchar,,,,,
2288,Deuchair,0,0,Deuchar,,,,,
2289,Duquhar,0,0,Deuchar,,,,,
2290,Duchar,0,0,Deuchar,,,,,
2291,Duquhare,0,0,Deuchar,,,,,
2292,Deuchor,0,0,Deuchar,,,,,
2293,Dowchar,0,0,Deuchar,,,,,
2294,Deuquhar,0,0,Deuchar,,,,,
2295,Deucher,0,0,Deuchar,,,,,
2296,Deughar,0,0,Deuchar,,,,,
2297,Duchre,0,0,Deuchar,,,,,
2298,Dowgar,0,0,Deuchar,,,,,
2299,Deugher,0,0,Deuchar,,,,,
2300,Duchir,0,0,Deuchar,,,,,
2301,Dewquhir,0,0,Deuchar,,,,,
2302,Douquhar,0,0,Deuchar,,,,,
2303,Deuquhair,0,0,Deuchar,,,,,
2304,Deuquhyre,0,0,Deuchar,,,,,
2305,Dequhar,0,0,Deuchar,,,,,
2306,Dewquhar,0,0,Deuchar,,,,,
2307,Doucher,0,0,Deuchar,,,,,
2308,Deucharys,0,0,Deuchar,,,,,
2309,Doughar,0,0,Deuchar,,,,,
2310,Dewchare,0,0,Deuchar,,,,,
2311,Dewchar,0,0,Deuchar,,,,,
2312,Deuchart,0,0,Deuchar,,,,,
2313,Byrs,0,0,Buyers,,,,,
2315,Byris,0,0,Buyers,,,,,
2316,MacClintoch,0,0,MacLintock,,,,,
2317,MacGilliondaig,0,0,MacLintock,,,,,
2318,MacIlandick,0,0,MacLintock,,,,,
2319,MacIllandick,0,0,MacLintock,,,,,
2320,MacInlaintaig,0,0,MacLintock,,,,,
2321,MacLentick,0,0,MacLintock,,,,,
2322,MacLintoch,0,0,MacLintock,,,,,
2323,Hendersonne,0,0,Henderson,,,,,
2324,Hendersoun,0,0,Henderson,,,,,
2325,Henryson,0,0,Henderson,,,,,
2326,Henrisoune,0,0,Henderson,,,,,
2327,Hendersoune,0,0,Henderson,,,,,
2328,Hendrisoune,0,0,Henderson,,,,,
2329,Henryesson,0,0,Henderson,,,,,
2330,Henrisoun,0,0,Henderson,,,,,
2331,Hendersone,0,0,Henderson,,,,,
2332,Henersoun,0,0,Henderson,,,,,
2333,Henreysoun,0,0,Henderson,,,,,
2334,Henrysoun,0,0,Henderson,,,,,
2335,Henresoun,0,0,Henderson,,,,,
2336,Hendirsone,0,0,Henderson,,,,,
2337,Hennersoune,0,0,Henderson,,,,,
2338,Hendirsoune,0,0,Henderson,,,,,
2339,Hennryson,0,0,Henderson,,,,,
2340,Henrisone,0,0,Henderson,,,,,
2341,Henriesoun,0,0,Henderson,,,,,
2342,Henrison,0,0,Henderson,,,,,
2343,Endherson,0,0,Henderson,,,,,
2344,Endirsone,0,0,Henderson,,,,,
2345,Enderson,0,0,Henderson,,,,,
2346,MacCanrig,0,0,Henderson,,,,,
2347,MacCanrik,0,0,MacKendrick,,,,,
2348,MacEnrick,0,0,MacKendrick,,,,,
2349,MacEanruig,0,0,MacKendrick,,,,,
2350,MacHendry,0,0,MacKendrick,,,,,
2351,MacHendric,0,0,MacKendrick,,,,,
2352,MacHenrik,0,0,MacKendrick,,,,,
2353,MacHenry,0,0,MacKendrick,,,,,
2354,MacHenrie,0,0,MacKendrick,,,,,
2355,MacHendrie,0,0,MacKendrick,,,,,
2356,MacKanrig,0,0,MacKendrick,,,,,
